timer                                                                        ms      calls
SIZEOF_MISMATCH                                                               0          1
SLEEP_pass1                                                                   0          1
SLEEP_pass2                                                                   0          1
STACK_USE                                                                     0          1
STRAY_SEMICOLON                                                               0          1
STREAM_FORMAT_STATE_pass1                                                     0          1
STREAM_FORMAT_STATE_pass2                                                     0          1
STRING_NULL_pass1                                                             0          1
STRING_NULL_pass2                                                             0          1
STRING_OVERFLOW_pass1                                                         0          1
STRING_OVERFLOW_pass2                                                         0          1
STRING_SIZE_pass1                                                             0          1
STRING_SIZE_pass2                                                             0          1
__SQLI_CPP_pass1                                                              0          1
__SQLI_CPP_pass2                                                              0          1
SWAPPED_ARGUMENTS                                                             0          1
TAINTED_SCALAR_pass1                                                          0          1
TAINTED_SCALAR_pass2                                                          0          1
USER_POINTER_pass1                                                            0          1
USER_POINTER_pass2                                                            0          1
TAINTED_STRING_pass1                                                          0          1
TAINTED_STRING_pass2                                                          0          1
TOCTOU_pass1                                                                  0          1
TOCTOU_pass2                                                                  0          1
UNCAUGHT_EXCEPT_INTERNAL                                                      0          1
UNEXPECTED_CONTROL_FLOW                                                       0          1
UNINIT_pass1                                                                  0          1
UNINIT_pass2                                                                  0          1
UNINIT_CTOR_pass1                                                             0          1
UNINIT_CTOR_pass2                                                             0          1
UNINTENDED_GLOBAL                                                             0          1
UNINTENDED_INTEGER_DIVISION                                                   0          1
UNREACHABLE                                                                   0          1
UNRESTRICTED_ACCESS_TO_FILE_PRE                                               0          1
UNSAFE_XML_PARSE_CONFIG_pass1                                                 0          1
UNSAFE_XML_PARSE_CONFIG_pass2                                                 0          1
UNUSED_VALUE                                                                  0          1
__URL_MANIPULATION_CPP_pass1                                                  0          1
__URL_MANIPULATION_CPP_pass2                                                  0          1
__HEADER_INJECTION_CPP_pass1                                                  0          1
__HEADER_INJECTION_CPP_pass2                                                  0          1
USELESS_CALL                                                                  0          1
VARARGS_pass1                                                                 0          1
VARARGS_pass2                                                                 0          1
VIRTUAL_DTOR                                                                  0          1
VOLATILE_ATOMICITY_pass1                                                      0          1
VOLATILE_ATOMICITY_pass2                                                      0          1
WRAPPER_ESCAPE_pass1                                                          0          1
WRAPPER_ESCAPE_pass2                                                          0          1
WRONG_METHOD                                                                  0          1
__XPATH_INJECTION_CPP_pass1                                                   0          1
__XPATH_INJECTION_CPP_pass2                                                   0          1
__XML_EXTERNAL_ENTITY_GO                                                      0          1
EXTRACT_XREF_SUMMARY                                                          0          1
FUNCTION_METRICS                                                              0          1
DC.PREDICTABLE_KEY_PASSWORD                                                   0          1
DC.WEAK_CRYPTO                                                                0          1
DC.STREAM_BUFFER                                                              0          1
DC.DEADLOCK                                                                   0          1
DC.DANGEROUS                                                                  0          1
CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                      0          1
DATAFLOW_PREPASS_RESOLUTION_CHECKER                                           0          1
RELAX_ACCESS_DBUFFER                                                          0          1
RELAX_AFM_ALLOC                                                               0          1
RELAX_AFM_FREE                                                                0          1
RELAX_ALLOC                                                                   0          1
RELAX_CLOSE_RESOURCE                                                          0          1
RELAX_CUDA_THREAD_IDX_SOURCE                                                  0          1
RELAX_CUDA_COLLECTIVE_OPERATION_SINK                                          0          1
RELAX_BUFFER_SIZE                                                             0          1
RELAX_CHECKED_RETURN                                                          0          1
RELAX_CUDA_INACTIVE_THREAD_AT_COLLECTIVE_WARP_SINK                            0          1
RELAX_DEREF_ARGS                                                              0          1
RELAX_DIVISOR                                                                 0          1
RELAX_FREED_ARGS                                                              0          1
RELAX_OBJECT_FREED                                                            0          1
RELAX_OBJECT_USED                                                             0          1
RELAX_INDEX_GENERIC                                                           0          1
RELAX_MAYWRITE_NONPTR_FIELDS                                                  0          1
RELAX_ZERO_RETURN                                                             0          1
RELAX_NEGATIVE_RETURN                                                         0          1
RELAX_NEGATIVE_SINK                                                           0          1
RELAX_NULL_RETURN                                                             0          1
RELAX_NEW_ARRAY                                                               0          1
RELAX_DELETE_ARRAY                                                            0          1
RELAX_ITERATOR_RETURNS                                                        0          1
RELAX_ITERATOR_SINKS                                                          0          1
HBM_EQUALSORHASHCODE                                                          0          1
HBM_MAYSETID                                                                  0          1
RELAX_ORM_LOAD                                                                0          1
RELAX_JAVASCRIPT_OPTIONAL_CONSTRUCTOR                                         0          1
RELAX_JAVASCRIPT_THIS_PARAMETER                                               0          1
RELAX_NOTHING                                                                 0          1
RELAX_DATAFLOW_PRIMITIVES                                                     0          1
RELAX_TAINT                                                                   0          1
RELAX_STRING_SIZE_RETURN                                                      0          1
RELAX_STRING_SIZE_SANITIZE                                                    0          1
RELAX_STRING_SIZE_SINK                                                        0          1
RELAX_STRING_SIZE_SINK_VARARG                                                 0          1
RELAX_STRING_NULL_ARGUMENT                                                    0          1
RELAX_STRING_NULL_RETURN                                                      0          1
RELAX_STRING_NULL_SINK                                                        0          1
RELAX_STRING_NULL_SINK_VARARG                                                 0          1
RELAX_STRING_OVERFLOW                                                         0          1
RELAX_USER_POINTER                                                            0          1
RELAX_CRYPTO_PRIMITIVES                                                       0          1
DERIVE_DYNAMIC_MAP_RW_MODELS                                                  0          1
RELAX_CSRF                                                                    0          1
RELAX_BAD_CERT_VERIFICATION                                                   0          1
RELAX_ANDROID_MISSING_PERMISSION                                              0          1
RELAX_ANDROID_IMPLICIT_INTENT                                                 0          1
RELAX_PREDICTABLE_RANDOM_SEED                                                 0          1
RELAX_INSECURE_COMMUNICATION                                                  0          1
DUMMY_DERIVER_SECURITY                                                        0          1
RELAX_STACK_USE                                                               0          1
RELAX_PARAM_NAMES                                                             0          1
RELAX_BENIGN_CLOSURE                                                          0          1
RELAX_SIDE_EFFECT_FREE                                                        0          1
RELAX_ANDROID_PERMISSIONS                                                     0          1
DUMMY_DERIVER_STACK_USE                                                       0          1
RELAX_MAYWRITE                                                                0          1
RELAX_MAYWRITE_NONPTR_FIELDS_UNINIT                                           0          1
RELAX_MAYWRITE_ALL_FIELDS                                                     0          1
RELAX_READ                                                                    0          1
RELAX_MAYREAD_NONPTR_FIELDS                                                   0          1
RELAX_UNINIT_ALLOC                                                            0          1
DUMMY_DERIVER_UNINIT                                                          0          1
DERIVE_PTR_ARITH                                                              0          1
DUMMY_DERIVER_PTR_ARITH                                                       0          1
RELAX_UNCAUGHT_EXCEPT                                                         0          1
DUMMY_DERIVER_EXCEPTIONS                                                      0          1
CHECKED_RETURN_STAT                                                           0          1
CALL_SUPER_STAT                                                               0          1
ADDR_ARG_STAT                                                                 0          1
BAD_EQ_STAT                                                                   0          1
BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                              0          1
IDENTIFIER_TYPO_STAT                                                          0          1
NON_STATIC_GUARDING_STATIC_STAT                                               0          1
VOLATILE_ATOMICITY_STAT                                                       0          1
CODEXM_FUNCTIONS_STAT_PASS                                                    0          1
DTOR_EMPTINESS_STAT                                                           0          1
MOVE_ASSIGN_STAT                                                              0          1
BUILD_SINK_TYPE_GRAPH                                                         0          1
DERIVE_EL_BEAN_RW                                                             0          1
DERIVE_DYNAMIC_MAP_RW_ACCESSES                                                0          1
RELAX_CSRF_FILTERS                                                            0          1
FRAMEWORK_ANALYSIS_SPRING                                                     0          1
WEBFORMS_DOM                                                                  0          1
RAZOR_SECTIONS                                                                0          1
BUILD_STRING_GRAPH                                                            0          1
  BUILD_STRING_GRAPH_MODELS                                                   0          1
  BUILD_STRING_GRAPH_JSP                                                      0          1
  STRING_GRAPH_DYNAMIC_MAP                                                    0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                             0          1
__HEADER_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH2                            0          1
__NOSQL_QUERY_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                        0          1
__PATH_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                            0          1
__TAINTED_ENVIRONMENT_WITH_EXECUTION_BUDA_STATICS_NO_BUDA_CALLGRAPH           0          1
__TEMPLATE_INJECTION_BUDA_STATICS_NO_BUDA_CALLGRAPH                           0          1
__URL_MANIPULATION_BUDA_STATICS_NO_BUDA_CALLGRAPH                             0          1
__UNSAFE_DESERIALIZATION_BUDA_STATICS                                         0          1
__XSS_BUDA_STATICS_NO_BUDA_CALLGRAPH                                          0          1
__WEAK_PASSWORD_HASH_BUDA_STATICS                                             0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS                                          0          1
__HARDCODED_CREDENTIALS_BUDA_STATICS_NO_CALLGRAPH                             0          1
__XML_EXTERNAL_ENTITY_BUDA_STATICS                                            0          1
__XML_EXTERNAL_ENTITY_BUDA_JAVA_DOTNET                                        0          1
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION_pass1                        0          1
__INSECURE_COMMUNICATION_ABSTRACT_INTERPRETATION_pass2                        0          1
__INSECURE_RANDOM_BUDA_STATICS                                                0          1
__OPEN_REDIRECT_BUDA_STATICS                                                  0          1
__OS_CMD_INJECTION_BUDA_STATICS                                               0          1
__PATH_MANIPULATION_BUDA_STATICS                                              0          1
__RISKY_CRYPTO_BUDA_STATICS                                                   0          1
__SENSITIVE_DATA_LEAK_BUDA_STATICS                                            0          1
__SQLI_BUDA_STATICS                                                           0          1
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS                                     0          1
__UNENCRYPTED_SENSITIVE_DATA_BUDA_STATICS_NO_CALLGRAPH                        0          1
__URL_MANIPULATION_BUDA_STATICS                                               0          1
__INSUFFICIENT_LOGGING_BUDA_STATICS                                           0          1
__MOBILE_ID_MISUSE_BUDA_STATICS                                               0          1
UNRESTRICTED_ACCESS_TO_FILE_BUDA_STATICS                                      0          1
CSRF_STAT                                                                     0          1
PREDICTABLE_RANDOM_SEED                                                       0          1
MISSING_PERMISSION_ON_EXPORTED_COMPONENT                                      0          1
__REGEX_INJECTION_STATICS                                                     0          1
__UNSAFE_DESERIALIZATION_STATICS                                              0          1
__UNSAFE_REFLECTION_STATICS                                                   0          1
DATAFLOW_INJECTION                                                            0          1
__OS_CMD_INJECTION_STRING_GRAPH                                               0          1
__PATH_MANIPULATION_STRING_GRAPH                                              0          1
__URL_MANIPULATION_STRING_GRAPH                                               0          1
__SENSITIVE_DATA_LEAK_STRING_GRAPH                                            0          1
__SQLI_STRING_GRAPH                                                           0          1
__WEAK_PASSWORD_HASH_STRING_GRAPH                                             0          1
__XML_EXTERNAL_ENTITY_STRING_GRAPH                                            0          1
ANDROID_CAPABILITY_LEAK                                                       0          1
__HARDCODED_CREDENTIALS_STRING_GRAPH                                          0          1
__MOBILE_ID_MISUSE_STRING_GRAPH                                               0          1
UNRESTRICTED_ACCESS_TO_FILE_STRING_GRAPH                                      0          1
__XSS_STRING_GRAPH                                                            0          1
DATAFLOW_CALLGRAPH_CHECKER                                                    0          1
BUDA_DIRECTIVES_TYPE_INFERENCE_CHECKER                                        0          1
__SCRIPT_CODE_INJECTION_CLIENT_BUDA_STATICS                                   0          1
__XPATH_INJECTION_BUDA_STATICS                                                0          1
__PATH_MANIPULATION_BUDA_STATICS_BUDA_CALLGRAPH                               0          1
__REGEX_INJECTION_BUDA_STATICS                                                0          1
PW_INFRASTRUCTURE                                                             0          1
BAD_OVERRIDE                                                                  0          1
MISSING_MOVE_ASSIGNMENT                                                       0          1
CODEXM_DECLS_STAT_PASS                                                        0          1
CODEXM_TEXT_STAT_PASS                                                         0          1
CODEXM_CLASSES_STAT_PASS                                                      0          1
CONFIG.ATS_INSECURE                                                           0          1
ANDROID_DEBUG_MODE                                                            0          1
CODEXM_FUNCTIONS_CHECKER_PASS_AFTER_TUS                                       0          1
OVERLAPPING_COPY                                                              0          1
UNCAUGHT_EXCEPT                                                               0          1
CODEXM                                                                       94          1
  parseBuiltinCheckers                                                       94          1
CONFIG.ANDROID_BACKUPS_ALLOWED                                                0          1
CONFIG.ANDROID_OUTDATED_TARGETSDKVERSION                                      0          1
CONFIG.ANDROID_UNSAFE_MINSDKVERSION                                           0          1
ANDROID_WEBVIEW_FILEACCESS                                                    0          1
__BAD_CERT_VERIFICATION_CODEXM                                                0          3
CUSTOM_KEYBOARD_DATA_LEAK                                                     0          2
__HARDCODED_CREDENTIALS_URL                                                   0          1
INSECURE_MULTIPEER_CONNECTION                                                 0          1
__RISKY_CRYPTO_CODEXM                                                         0          2
WEAK_BIOMETRIC_AUTH                                                           0          1
CUDA.COLLECTIVE_WARP_SHUFFLE_WIDTH                                            0          1
CUDA.CUDEVICE_HANDLES                                                         0          1
CUDA.DEVICE_DEPENDENT                                                         0          1
CUDA.DEVICE_DEPENDENT_CALLBACKS                                               0          1
CUDA.ERROR_INTERFACE                                                          0          1
CUDA.ERROR_KERNEL_LAUNCH                                                      0          1
CUDA.FORK                                                                     0          1
CUDA.INITIATION_OBJECT_DEVICE_THREAD_BLOCK                                    0          1
CUDA.SYNCHRONIZE_TERMINATION                                                  0          1
__BAD_CERT_VERIFICATION_BRAKEMAN                                              0          1
BLACKLIST_FOR_AUTHN                                                           0          1
COOKIE_SERIALIZER_CONFIG                                                      0          1
__CSRF_BRAKEMAN                                                               0          1
__DIVIDE_BY_ZERO_BRAKEMAN                                                     0          1
DYNAMIC_OBJECT_ATTRIBUTES                                                     0          1
__HARDCODED_CREDENTIALS_BRAKEMAN                                              0          1
__OPEN_REDIRECT_BRAKEMAN                                                      0          1
__OS_CMD_INJECTION_BRAKEMAN                                                   0          1
__PATH_MANIPULATION_BRAKEMAN                                                  0          1
RAILS_DEFAULT_ROUTES                                                          0          1
RAILS_DEVISE_CONFIG                                                           0          1
RAILS_MISSING_FILTER_ACTION                                                   0          1
__REGEX_INJECTION_BRAKEMAN                                                    0          1
REGEX_MISSING_ANCHOR                                                          0          1
__RESOURCE_LEAK_BRAKEMAN                                                      0          1
__REVERSE_TABNABBING_BRAKEMAN                                                 0          1
RUBY_VULNERABLE_LIBRARY                                                       0          1
__SCRIPT_CODE_INJECTION_BRAKEMAN                                              0          1
__SENSITIVE_DATA_LEAK_BRAKEMAN                                                0          1
SESSION_MANIPULATION                                                          0          1
__SQLI_BRAKEMAN                                                               0          1
STRICT_TRANSPORT_SECURITY                                                     0          1
UNSAFE_BASIC_AUTH                                                             0          1
__UNSAFE_DESERIALIZATION_BRAKEMAN                                             0          1
__UNSAFE_REFLECTION_BRAKEMAN                                                  0          1
UNSAFE_SESSION_SETTING                                                        0          1
__WEAK_PASSWORD_HASH_BRAKEMAN                                                 0          1
__XSS_BRAKEMAN                                                                0          1
PW.*.DEFAULT                                                                  0          1
PW.*                                                                          0          1
__PARSE_ERROR                                                                 0          1
INSECURE_COMMUNICATION                                                        0          1
BAD_CERT_VERIFICATION                                                         0          1
WEAK_PASSWORD_HASH                                                            0          1
HARDCODED_CREDENTIALS                                                         0          1
XSS                                                                           0          1
SQLI                                                                          0          1
PATH_MANIPULATION                                                             0          1
OPEN_REDIRECT                                                                 0          1
OS_CMD_INJECTION                                                              0          1
UNENCRYPTED_SENSITIVE_DATA                                                    0          1
CSRF                                                                          0          1
HEADER_INJECTION                                                              0          1
REGEX_INJECTION                                                               0          1
NOSQL_QUERY_INJECTION                                                         0          1
SCRIPT_CODE_INJECTION                                                         0          1
SENSITIVE_DATA_LEAK                                                           0          1
RISKY_CRYPTO                                                                  0          1
UNRESTRICTED_ACCESS_TO_FILE                                                   0          1
TEMPLATE_INJECTION                                                            0          1
UNSAFE_DESERIALIZATION                                                        0          1
UNSAFE_REFLECTION                                                             0          1
INSECURE_RANDOM                                                               0          1
XPATH_INJECTION                                                               0          1
URL_MANIPULATION                                                              0          1
INSUFFICIENT_LOGGING                                                          0          1
XML_EXTERNAL_ENTITY                                                           0          1
TAINTED_ENVIRONMENT_WITH_EXECUTION                                            0          1
PARSE_ERROR                                                                   0          1
MOBILE_ID_MISUSE                                                              0          1
REVERSE_TABNABBING                                                            0          1
sequential initialization                                                  5875          1
  Looking for translation units                                              16          1
  xfer symbol cache                                                         328          1
  Framework analyzer                                                       2000          1
    Framework Analyzer                                                     1984          1
  computing RTA                                                             281          1
  Computing callgraph                                                       172          1
  Topologically sorting functions                                            62          1
  (left over)                                                              3016
Computing node costs                                                        141          1
Analysis run                                                              19875          1
  ANDROID_WEBVIEW_FILEACCESS                                                  0          2
  BAD_CERT_VERIFICATION                                                       0          2
  CODEXM                                                                      0          2
  CONFIG.ANDROID_BACKUPS_ALLOWED                                              0          2
  CONFIG.ANDROID_OUTDATED_TARGETSDKVERSION                                    0          2
  CONFIG.ANDROID_UNSAFE_MINSDKVERSION                                         0          2
  HARDCODED_CREDENTIALS                                                       0          2
  INSECURE_COMMUNICATION                                                      0          2
  MOBILE_ID_MISUSE                                                            0          2
  OS_CMD_INJECTION                                                            0          2
  PATH_MANIPULATION                                                           0          2
  REGEX_INJECTION                                                             0          2
  RISKY_CRYPTO                                                                0          2
  SENSITIVE_DATA_LEAK                                                         0          2
  SQLI                                                                        0          2
  UNRESTRICTED_ACCESS_TO_FILE                                                 0          2
  UNSAFE_DESERIALIZATION                                                      0          2
  UNSAFE_REFLECTION                                                           0          2
  URL_MANIPULATION                                                            0          2
  WEAK_PASSWORD_HASH                                                          0          2
  XML_EXTERNAL_ENTITY                                                         0          2
  XSS                                                                         0          2
  __HARDCODED_CREDENTIALS_URL                                                 0          2
  BAD_LOCK_OBJECT_LOCK_SOURCE_STAT                                            0          2
  CALL_SUPER_STAT                                                             0          2
  CHECKED_RETURN_STAT                                                         0          2
  CODEXM_FUNCTIONS_STAT_PASS                                                  0          2
  NON_STATIC_GUARDING_STATIC_STAT                                             0          2
  VOLATILE_ATOMICITY_STAT                                                     0          2
  loadFromEmit                                                             7879      14476
    CODEXM_FUNCTIONS_STAT_PASS                                                0        791
    VOLATILE_ATOMICITY_STAT                                                   0       2437
    RELAX_NULL_RETURN                                                        63       2437
    RELAX_ALLOC                                                               0       2437
    RELAX_ANDROID_MISSING_PERMISSION                                         78        750
    RELAX_ANDROID_IMPLICIT_INTENT                                            47        750
    THREAD_CONTEXT                                                           16       2437
    LOCK_FINDER_TOPDOWN                                                       0        383
    LOCK_ORDER                                                                0        343
    OVERFLOW_BEFORE_WIDEN_pass1                                               0        750
    BAD_CHECK_OF_WAIT_COND                                                    0        750
    BAD_LOCK_OBJECT_pass1                                                    31        750
    CALL_SUPER                                                                0        750
    CHECKED_RETURN_pass1                                                     16        750
    LOCK_EVASION                                                              0        750
    NON_STATIC_GUARDING_STATIC                                                0        750
    NULL_RETURNS_pass1                                                       47        750
    SINGLETON_RACE_pass1                                                      0       1500
    CODEXM_FUNCTIONS_CHECKER_PASS_BEFORE_TUS                                  0        750
    MISSING_PERMISSION_FOR_BROADCAST_pass1                                   63        750
    GUARDED_BY_VIOLATION_pass1                                                0         59
    LOCK_INVERSION_pass1                                                      0         62
    DERIVE_EL_BEAN_RW                                                         0       2437
    BUILD_STRING_GRAPH                                                        0        750
    (left over)                                                            7518
  DUMMY_DERIVER_SECURITY                                                      0          2
  HBM_EQUALSORHASHCODE                                                        0          2
  HBM_MAYSETID                                                                0          2
  IFACE_TRACKER                                                               0          6
  LOCK_FINDER_BOTTOMUP                                                        0          2
  RELAX_ALLOC                                                                 0          2
  RELAX_ANDROID_IMPLICIT_INTENT                                               0          2
  RELAX_ANDROID_MISSING_PERMISSION                                            0          2
  RELAX_ANDROID_PERMISSIONS                                                   0          2
  RELAX_BAD_CERT_VERIFICATION                                                 0          2
  RELAX_BENIGN_CLOSURE                                                        0          2
  RELAX_CHECKED_RETURN                                                        0          2
  RELAX_CLOSE_RESOURCE                                                        0          2
  RELAX_CRYPTO_PRIMITIVES                                                     0          2
  RELAX_DATAFLOW_PRIMITIVES                                                   0          2
  RELAX_DEREF_ARGS                                                            0          2
  RELAX_DIVISOR                                                               0          2
  RELAX_GETLOCK                                                               0          2
  RELAX_INSECURE_COMMUNICATION                                                0          2
  RELAX_ITERATOR_RETURNS                                                      0          2
  RELAX_ITERATOR_SINKS                                                        0          2
  RELAX_LOCKS                                                                 0          2
  RELAX_LOCK_STATE                                                            0          2
  RELAX_NOTHING                                                               0          2
  RELAX_NULL_RETURN                                                           0          2
  RELAX_OBJECT_FREED                                                          0          2
  RELAX_ORM_LOAD                                                              0          2
  RELAX_PARAM_NAMES                                                           0          2
  RELAX_PREDICTABLE_RANDOM_SEED                                               0          2
  RELAX_SERVLET_ATTRIBUTE                                                     0          2
  RELAX_SIDE_EFFECT_FREE                                                      0          2
  RELAX_UPDATE_STATE                                                          0          2
  RELAX_ZERO_RETURN                                                           0          2
